# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       4.213        0.000        0.773        4.520
       4.214        0.000        0.773        4.520
       4.214        0.000        0.773        4.520
       4.214        0.000        0.773        4.520
       4.214        0.000        0.773        4.520
       4.215        0.000        0.773        4.520
       4.215        0.000        0.773        4.520
       4.215        0.000        0.773        4.520
       4.215        0.000        0.773        4.520
       4.215        0.000        0.773        4.520
       4.216        0.000        0.773        4.520
       4.216        0.000        0.773        4.520
       4.216        0.000        0.773        4.520
       4.216        0.000        0.773        4.520
       4.217        0.000        0.773        4.520
       4.217        0.000        0.773        4.520
       4.217        0.000        0.773        4.520
       4.217        0.000        0.773        4.520
       4.217        0.000        0.773        4.520
       4.218        0.000        0.773        4.520
       4.218        0.000        0.773        4.520
       4.218        0.000        0.773        4.520
       4.218        0.000        0.773        4.520
       4.218        0.000        0.773        4.520
       4.219        0.000        0.773        4.520
       4.219        0.000        0.773        4.520
       4.219        0.000        0.773        4.520
       4.219        0.000        0.773        4.520
       4.220        0.000        0.773        4.520
       4.220        0.000        0.773        4.520
       4.220        0.000        0.773        4.520
       4.220        0.000        0.773        4.520
       4.220        0.000        0.773        4.520
       4.221        0.000        0.773        4.520
       4.221        0.000        0.773        4.520
       4.221        0.000        0.773        4.520
       4.221        0.000        0.773        4.520
       4.222        0.000        0.773        4.520
       4.222        0.000        0.773        4.520
       4.222        0.000        0.773        4.520
       4.222        0.000        0.773        4.520
       4.223        0.000        0.773        4.520
       4.223        0.000        0.773        4.520
       4.223        0.000        0.773        4.520
       4.223        0.000        0.773        4.520
       4.223        0.000        0.773        4.520
       4.224        0.000        0.773        4.520
       4.224        0.000        0.773        4.520
       4.224        0.000        0.773        4.520
       4.224        0.000        0.773        4.520
       4.225        0.000        0.773        4.520
       4.225        0.000        0.773        4.520
       4.225        0.000        0.773        4.520
       4.225        0.000        0.773        4.520
       4.225        0.000        0.773        4.520
       4.226        0.000        0.773        4.520
       4.226        0.000        0.773        4.520
       4.226        0.000        0.773        4.520
       4.226        0.000        0.773        4.520
       4.227        0.000        0.773        4.520
       4.227        0.000        0.773        4.520
       4.227        0.000        0.773        4.520
       4.227        0.000        0.773        4.520
       4.227        0.000        0.773        4.520
       4.228        0.000        0.773        4.520
       4.228        0.000        0.773        4.520
       4.228        0.000        0.773        4.520
       4.228        0.000        0.773        4.520
       4.228        0.000        0.773        4.520
       4.229        0.000        0.773        4.520
       4.229        0.000        0.773        4.520
       4.229        0.000        0.773        4.520
       4.229        0.000        0.773        4.520
       4.230        0.000        0.773        4.520
       4.230        0.000        0.773        4.520
       4.230        0.000        0.773        4.520
       4.230        0.000        0.773        4.520
       4.230        0.000        0.773        4.520
       4.231        0.000        0.773        4.520
       4.231        0.000        0.773        4.520
       4.231        0.000        0.773        4.520
       4.231        0.000        0.773        4.520
       4.232        0.000        0.773        4.520
       4.232        0.000        0.773        4.520
       4.232        0.000        0.773        4.520
       4.232        0.000        0.773        4.520
       4.232        0.000        0.773        4.520
       4.233        0.000        0.773        4.520
       4.233        0.000        0.773        4.520
       4.233        0.000        0.773        4.520
       4.233        0.000        0.773        4.520
       4.234        0.000        0.773        4.520
       4.234        0.000        0.773        4.520
       4.234        0.000        0.773        4.520
       4.234        0.000        0.773        4.520
       4.234        0.000        0.773        4.520
       4.235        0.000        0.773        4.520
       4.235        0.000        0.773        4.520
       4.235        0.000        0.773        4.520
       4.235        0.000        0.773        4.520
       4.236        0.000        0.773        4.520
       4.236        0.000        0.773        4.520
       4.236        0.000        0.773        4.520
       4.236        0.000        0.773        4.520
       4.236        0.000        0.773        4.520
       4.237        0.000        0.773        4.520
       4.237        0.000        0.773        4.520
       4.237        0.000        0.773        4.520
       4.237        0.000        0.773        4.520
       4.238        0.000        0.773        4.520
       4.238        0.000        0.773        4.520
       4.238        0.000        0.773        4.520
       4.238        0.000        0.773        4.520
       4.238        0.000        0.773        4.520
       4.239        0.000        0.773        4.520
       4.239        0.000        0.773        4.520
       4.239        0.000        0.773        4.520
       4.239        0.000        0.773        4.520
       4.240        0.000        0.773        4.520
       4.240        0.000        0.773        4.520
       4.240        0.000        0.773        4.520
       4.240        0.000        0.773        4.520
       4.240        0.000        0.773        4.520
       4.241        0.000        0.773        4.520
       4.241        0.000        0.773        4.520
       4.241        0.000        0.773        4.520
       4.241        0.000        0.773        4.520
       4.241        0.000        0.773        4.520
       4.242        0.000        0.773        4.520
       4.242        0.000        0.773        4.520
       4.242        0.000        0.773        4.520
       4.242        0.000        0.773        4.520
       4.243        0.000        0.773        4.520
       4.243        0.000        0.773        4.520
       4.243        0.000        0.773        4.520
       4.243        0.000        0.773        4.520
       4.243        0.000        0.773        4.520
       4.244        0.000        0.773        4.520
       4.244        0.000        0.773        4.520
       4.244        0.000        0.773        4.520
       4.244        0.000        0.773        4.520
       4.245        0.000        0.773        4.520
       4.245        0.000        0.773        4.520
       4.245        0.000        0.773        4.520
       4.245        0.000        0.773        4.520
       4.245        0.000        0.773        4.520
       4.246        0.000        0.773        4.520
       4.246        0.000        0.773        4.520
       4.246        0.000        0.773        4.520
       4.246        0.000        0.773        4.520
       4.247        0.000        0.773        4.520
       4.247        0.000        0.773        4.520
       4.247        0.000        0.773        4.520
       4.247        0.000        0.773        4.520
       4.248        0.000        0.773        4.520
       4.248        0.000        0.773        4.520
       4.248        0.000        0.773        4.520
       4.248        0.000        0.773        4.520
       4.248        0.000        0.773        4.520
       4.249        0.000        0.773        4.520
       4.249        0.000        0.773        4.520
       4.249        0.000        0.773        4.520
       4.249        0.000        0.773        4.520
       4.250        0.000        0.773        4.520
       4.250        0.000        0.773        4.520
       4.250        0.000        0.773        4.520
       4.250        0.000        0.773        4.520
       4.250        0.000        0.773        4.520
       4.251        0.000        0.773        4.520
       4.251        0.000        0.773        4.520
       4.251        0.000        0.773        4.520
       4.251        0.000        0.773        4.520
       4.252        0.000        0.773        4.520
       4.252        0.000        0.773        4.520
       4.252        0.000        0.773        4.520
       4.252        0.000        0.773        4.520
       4.252        0.000        0.773        4.520
       4.253        0.000        0.773        4.520
       4.253        0.000        0.773        4.520
       4.253        0.000        0.773        4.520
       4.253        0.000        0.773        4.520
       4.253        0.000        0.773        4.520
       4.254        0.000        0.773        4.520
       4.254        0.000        0.773        4.520
       4.254        0.000        0.773        4.520
       4.254        0.000        0.773        4.520
       4.255        0.000        0.773        4.520
       4.255        0.000        0.773        4.520
       4.255        0.000        0.773        4.520
       4.255        0.000        0.773        4.520
       4.255        0.000        0.773        4.520
       4.256        0.000        0.773        4.520
       4.256        0.000        0.773        4.520
       4.256        0.000        0.773        4.520
       4.256        0.000        0.773        4.520
       4.257        0.000        0.773        4.520
       4.257        0.000        0.773        4.520
       4.257        0.000        0.773        4.520
       4.257        0.000        0.773        4.520
       4.257        0.000        0.773        4.520
       4.258        0.000        0.773        4.520
       4.258        0.000        0.773        4.520
       4.258        0.000        0.773        4.520
       4.258        0.000        0.773        4.520
       4.259        0.000        0.773        4.520
       4.259        0.000        0.773        4.520
       4.259        0.000        0.773        4.520
       4.259        0.000        0.773        4.520
       4.259        0.000        0.773        4.520
       4.260        0.000        0.773        4.520
       4.260        0.000        0.773        4.520
       4.260        0.000        0.773        4.520
       4.260        0.000        0.773        4.520
       4.261        0.000        0.773        4.520
       4.261        0.000        0.773        4.520
       4.261        0.000        0.773        4.520
       4.261        0.000        0.773        4.520
       4.261        0.000        0.773        4.520
       4.262        0.000        0.773        4.520
       4.262        0.000        0.773        4.520
       4.262        0.000        0.773        4.520
       4.262        0.000        0.773        4.520
       4.263        0.000        0.773        4.520
       4.263        0.000        0.773        4.520
       4.263        0.000        0.773        4.520
       4.263        0.000        0.773        4.520
       4.263        0.000        0.773        4.520
       4.264        0.000        0.773        4.520
       4.264        0.000        0.773        4.520
       4.264        0.000        0.773        4.520
       4.264        0.000        0.773        4.520
       4.264        0.000        0.773        4.520
       4.265        0.000        0.773        4.520
       4.265        0.000        0.773        4.520
       4.265        0.000        0.773        4.520
       4.265        0.000        0.773        4.520
       4.266        0.000        0.773        4.520
       4.266        0.000        0.773        4.520
       4.266        0.000        0.773        4.520
       4.266        0.000        0.773        4.520
       4.267        0.000        0.773        4.520
       4.267        0.000        0.773        4.520
       4.267        0.000        0.773        4.520
       4.267        0.000        0.773        4.520
       4.267        0.000        0.773        4.520
       4.268        0.000        0.773        4.520
       4.268        0.000        0.773        4.520
       4.268        0.000        0.773        4.520
       4.268        0.000        0.773        4.520
       4.268        0.000        0.773        4.520
       4.269        0.000        0.773        4.520
       4.269        0.000        0.773        4.520
       4.269        0.000        0.773        4.520
       4.269        0.000        0.773        4.520
       4.270        0.000        0.773        4.520
       4.270        0.000        0.773        4.520
       4.270        0.000        0.773        4.520
       4.270        0.000        0.773        4.520
       4.270        0.000        0.773        4.520
       4.271        0.000        0.773        4.520
       4.271        0.000        0.773        4.520
       4.271        0.000        0.773        4.520
       4.271        0.000        0.773        4.520
       4.271        0.000        0.773        4.520
       4.272        0.000        0.773        4.520
       4.272        0.000        0.773        4.520
       4.272        0.000        0.773        4.520
       4.272        0.000        0.773        4.520
       4.273        0.000        0.773        4.520
       4.273        0.000        0.773        4.520
       4.273        0.000        0.773        4.520
       4.273        0.000        0.773        4.520
       4.273        0.000        0.773        4.520
       4.274        0.000        0.773        4.520
       4.274        0.000        0.773        4.520
       4.274        0.000        0.773        4.520
       4.274        0.000        0.773        4.520
       4.275        0.000        0.773        4.520
       4.275        0.000        0.773        4.520
       4.275        0.000        0.773        4.520
       4.275        0.000        0.773        4.520
       4.275        0.000        0.773        4.520
       4.276        0.000        0.773        4.520
       4.276        0.000        0.773        4.520
       4.276        0.000        0.773        4.520
       4.276        0.000        0.773        4.520
       4.277        0.000        0.773        4.520
       4.277        0.000        0.773        4.520
       4.277        0.000        0.773        4.520
       4.277        0.000        0.773        4.520
       4.277        0.000        0.773        4.520
       4.278        0.000        0.773        4.520
       4.278        0.000        0.773        4.520
       4.278        0.000        0.773        4.520
       4.278        0.000        0.773        4.520
       4.279        0.000        0.773        4.520
       4.279        0.000        0.773        4.520
       4.279        0.000        0.773        4.520
       4.279        0.000        0.773        4.520
       4.279        0.000        0.773        4.520
       4.280        0.000        0.773        4.520
       4.280        0.000        0.773        4.520
       4.280        0.000        0.773        4.520
       4.280        0.000        0.773        4.520
       4.280        0.000        0.773        4.520
       4.281        0.000        0.773        4.520
       4.281        0.000        0.773        4.520
       4.281        0.000        0.773        4.520
       4.281        0.000        0.773        4.520
       4.282        0.000        0.773        4.520
       4.282        0.000        0.773        4.520
       4.282        0.000        0.773        4.520
       4.282        0.000        0.773        4.520
       4.282        0.000        0.773        4.520
       4.283        0.000        0.773        4.520
       4.283        0.000        0.773        4.520
       4.283        0.000        0.773        4.520
       4.283        0.000        0.773        4.520
       4.284        0.000        0.773        4.520
       4.284        0.000        0.773        4.520
       4.284        0.000        0.773        4.520
       4.284        0.000        0.773        4.520
       4.284        0.000        0.773        4.520
       4.285        0.000        0.773        4.520
       4.285        0.000        0.773        4.520
       4.285        0.000        0.773        4.520
       4.285        0.000        0.773        4.520
       4.286        0.000        0.773        4.520
       4.286        0.000        0.773        4.520
       4.286        0.000        0.773        4.520
       4.286        0.000        0.773        4.520
       4.287        0.000        0.773        4.520
       4.287        0.000        0.773        4.520
       4.287        0.000        0.773        4.520
       4.287        0.000        0.773        4.520
       4.287        0.000        0.773        4.520
       4.288        0.000        0.773        4.520
       4.288        0.000        0.773        4.520
       4.288        0.000        0.773        4.520
       4.288        0.000        0.773        4.520
       4.288        0.000        0.773        4.520
       4.289        0.000        0.773        4.520
       4.289        0.000        0.773        4.520
       4.289        0.000        0.773        4.520
       4.289        0.000        0.773        4.520
       4.290        0.000        0.773        4.520
       4.290        0.000        0.773        4.520
       4.290        0.000        0.773        4.520
       4.290        0.000        0.773        4.520
       4.291        0.000        0.773        4.520
       4.291        0.000        0.773        4.520
       4.291        0.000        0.773        4.520
       4.291        0.000        0.773        4.520
       4.291        0.000        0.773        4.520
       4.292        0.000        0.773        4.520
       4.292        0.000        0.773        4.520
       4.292        0.000        0.773        4.520
       4.292        0.000        0.773        4.520
       4.292        0.000        0.773        4.520
       4.293        0.000        0.773        4.520
       4.293        0.000        0.773        4.520
       4.293        0.000        0.773        4.520
       4.293        0.000        0.773        4.520
       4.294        0.000        0.773        4.520
       4.294        0.000        0.773        4.520
       4.294        0.000        0.773        4.520
       4.294        0.000        0.773        4.520
       4.294        0.000        0.773        4.520
       4.295        0.000        0.773        4.520
       4.295        0.000        0.773        4.520
       4.295        0.000        0.773        4.520
       4.295        0.000        0.773        4.520
       4.296        0.000        0.773        4.520
       4.296        0.000        0.773        4.520
       4.296        0.000        0.773        4.520
       4.296        0.000        0.773        4.520
       4.296        0.000        0.773        4.520
       4.297        0.000        0.773        4.520
       4.297        0.000        0.773        4.520
       4.297        0.000        0.773        4.520
       4.297        0.000        0.773        4.520
       4.298        0.000        0.773        4.520
       4.298        0.000        0.773        4.520
       4.298        0.000        0.773        4.520
       4.298        0.000        0.773        4.520
       4.298        0.000        0.773        4.520
       4.299        0.000        0.773        4.520
       4.299        0.000        0.773        4.520
       4.299        0.000        0.773        4.520
       4.299        0.000        0.773        4.520
       4.300        0.000        0.773        4.520
       4.300        0.000        0.773        4.520
       4.300        0.000        0.773        4.520
       4.300        0.000        0.773        4.520
       4.300        0.000        0.773        4.520
       4.301        0.000        0.773        4.520
       4.301        0.000        0.773        4.520
       4.301        0.000        0.773        4.520
       4.301        0.000        0.773        4.520
       4.302        0.000        0.773        4.520
       4.302        0.000        0.773        4.520
       4.302        0.000        0.773        4.520
       4.302        0.000        0.773        4.520
       4.302        0.000        0.773        4.520
       4.303        0.000        0.773        4.520
       4.303        0.000        0.773        4.520
       4.303        0.000        0.773        4.520
       4.303        0.000        0.773        4.520
       4.304        0.000        0.773        4.520
       4.304        0.000        0.773        4.520
       4.304        0.000        0.773        4.520
       4.304        0.000        0.773        4.520
       4.304        0.000        0.773        4.520
       4.305        0.000        0.773        4.520
       4.305        0.000        0.773        4.520
       4.305        0.000        0.773        4.520
       4.305        0.000        0.773        4.520
       4.305        0.000        0.773        4.520
       4.306        0.000        0.773        4.520
       4.306        0.000        0.773        4.520
       4.306        0.000        0.773        4.520
       4.306        0.000        0.773        4.520
       4.307        0.000        0.773        4.520
       4.307        0.000        0.773        4.520
       4.307        0.000        0.773        4.520
       4.307        0.000        0.773        4.520
       4.307        0.000        0.773        4.520
       4.308        0.000        0.773        4.520
       4.308        0.000        0.773        4.520
       4.308        0.000        0.773        4.520
       4.308        0.000        0.773        4.520
       4.309        0.000        0.773        4.520
       4.309        0.000        0.773        4.520
       4.309        0.000        0.773        4.520
       4.309        0.000        0.773        4.520
       4.309        0.000        0.773        4.520
       4.310        0.000        0.773        4.520
       4.310        0.000        0.773        4.520
       4.310        0.000        0.773        4.520
       4.310        0.000        0.773        4.520
       4.311        0.000        0.773        4.520
       4.311        0.000        0.773        4.520
       4.311        0.000        0.773        4.520
       4.311        0.000        0.773        4.520
       4.311        0.000        0.773        4.520
       4.312        0.000        0.773        4.520
       4.312        0.000        0.773        4.520
       4.312        0.000        0.773        4.520
       4.312        0.000        0.773        4.520
       4.313        0.000        0.773        4.520
       4.313        0.000        0.773        4.520
       4.313        0.000        0.773        4.520
       4.313        0.000        0.773        4.520
       4.313        0.000        0.773        4.520
       4.314        0.000        0.773        4.520
       4.314        0.000        0.773        4.520
       4.314        0.000        0.773        4.520
       4.314        0.000        0.773        4.520
       4.314        0.000        0.773        4.520
       4.315        0.000        0.773        4.520
       4.315        0.000        0.773        4.520
       4.315        0.000        0.773        4.520
       4.316        0.000        0.773        4.520
       4.316        0.000        0.773        4.520
       4.316        0.000        0.773        4.520
       4.316        0.000        0.773        4.520
       4.316        0.000        0.773        4.520
       4.317        0.000        0.773        4.520
       4.317        0.000        0.773        4.520
       4.317        0.000        0.773        4.520
       4.317        0.000        0.773        4.520
       4.318        0.000        0.773        4.520
       4.318        0.000        0.773        4.520
       4.318        0.000        0.773        4.520
       4.318        0.000        0.773        4.520
       4.319        0.000        0.773        4.520
       4.319        0.000        0.773        4.520
       4.319        0.000        0.773        4.520
       4.319        0.000        0.773        4.520
       4.319        0.000        0.773        4.520
       4.320        0.000        0.773        4.520
       4.320        0.000        0.773        4.520
       4.320        0.000        0.773        4.520
       4.320        0.000        0.773        4.520
       4.321        0.000        0.773        4.520
       4.321        0.000        0.773        4.520
       4.321        0.000        0.773        4.520
       4.321        0.000        0.773        4.520
       4.322        0.000        0.773        4.520
       4.322        0.000        0.773        4.520
       4.322        0.000        0.773        4.520
       4.322        0.000        0.773        4.520
       4.323        0.000        0.773        4.520
       4.323        0.000        0.773        4.520
       4.323        0.000        0.773        4.520
       4.323        0.000        0.773        4.520
       4.323        0.000        0.773        4.520
       4.324        0.000        0.773        4.520
       4.324        0.000        0.773        4.520
       4.324        0.000        0.773        4.520
       4.324        0.000        0.773        4.520
       4.324        0.000        0.773        4.520
       4.325        0.000        0.773        4.520
       4.325        0.000        0.773        4.520
       4.325        0.000        0.773        4.520
       4.325        0.000        0.773        4.520
       4.326        0.000        0.773        4.520
       4.326        0.000        0.773        4.520
       4.326        0.000        0.773        4.520
       4.326        0.000        0.773        4.520
       4.326        0.000        0.773        4.520
       4.327        0.000        0.773        4.520
       4.327        0.000        0.773        4.520
       4.327        0.000        0.773        4.520
       4.327        0.000        0.773        4.520
       4.328        0.000        0.773        4.520
       4.328        0.000        0.773        4.520
       4.328        0.000        0.773        4.520
       4.328        0.000        0.773        4.520
       4.328        0.000        0.773        4.520
       4.329        0.000        0.773        4.520
       4.329        0.000        0.773        4.520
       4.329        0.000        0.773        4.520
       4.329        0.000        0.773        4.520
       4.330        0.000        0.773        4.520
       4.330        0.000        0.773        4.520
       4.330        0.000        0.773        4.520
       4.330        0.000        0.773        4.520
       4.330        0.000        0.773        4.520
       4.331        0.000        0.773        4.520
       4.331        0.000        0.773        4.520
       4.331        0.000        0.773        4.520
       4.331        0.000        0.773        4.520
       4.332        0.000        0.773        4.520
       4.332        0.000        0.773        4.520
       4.332        0.000        0.773        4.520
       4.332        0.000        0.773        4.520
       4.332        0.000        0.773        4.520
       4.333        0.000        0.773        4.520
       4.333        0.000        0.773        4.520
       4.333        0.000        0.773        4.520
       4.333        0.000        0.773        4.520
       4.334        0.000        0.773        4.520
       4.334        0.000        0.773        4.520
       4.334        0.000        0.773        4.520
       4.334        0.000        0.773        4.520
       4.334        0.000        0.773        4.520
       4.335        0.000        0.773        4.520
       4.335        0.000        0.773        4.520
       4.335        0.000        0.773        4.520
       4.335        0.000        0.773        4.520
       4.336        0.000        0.773        4.520
       4.336        0.000        0.773        4.520
       4.336        0.000        0.773        4.520
       4.336        0.000        0.773        4.520
       4.336        0.000        0.773        4.520
       4.337        0.000        0.773        4.520
       4.337        0.000        0.773        4.520
       4.337        0.000        0.773        4.520
       4.337        0.000        0.773        4.520
       4.338        0.000        0.773        4.520
       4.338        0.000        0.773        4.520
       4.338        0.000        0.773        4.520
       4.338        0.000        0.773        4.520
       4.339        0.000        0.773        4.520
       4.339        0.000        0.773        4.520
       4.339        0.000        0.773        4.520
       4.339        0.000        0.773        4.520
       4.339        0.000        0.773        4.520
       4.340        0.000        0.773        4.520
       4.340        0.000        0.773        4.520
       4.340        0.000        0.773        4.520
       4.340        0.000        0.773        4.520
       4.340        0.000        0.773        4.520
       4.341        0.000        0.773        4.520
       4.341        0.000        0.773        4.520
       4.341        0.000        0.773        4.520
       4.341        0.000        0.773        4.520
       4.342        0.000        0.773        4.520
       4.342        0.000        0.773        4.520
       4.342        0.000        0.773        4.520
       4.342        0.000        0.773        4.520
       4.342        0.000        0.773        4.520
       4.343        0.000        0.773        4.520
       4.343        0.000        0.773        4.520
       4.343        0.000        0.773        4.520
       4.343        0.000        0.773        4.520
       4.344        0.000        0.773        4.520
       4.344        0.000        0.773        4.520
       4.344        0.000        0.773        4.520
       4.344        0.000        0.773        4.520
       4.344        0.000        0.773        4.520
       4.345        0.000        0.773        4.520
       4.345        0.000        0.773        4.520
       4.345        0.000        0.773        4.520
       4.345        0.000        0.773        4.520
       4.346        0.000        0.773        4.520
       4.346        0.000        0.773        4.520
       4.346        0.000        0.773        4.520
       4.346        0.000        0.773        4.520
       4.346        0.000        0.773        4.520
       4.347        0.000        0.773        4.520
       4.347        0.000        0.773        4.520
       4.347        0.000        0.773        4.520
       4.347        0.000        0.773        4.520
       4.348        0.000        0.773        4.520
       4.348        0.000        0.773        4.520
       4.348        0.000        0.773        4.520
       4.348        0.000        0.773        4.520
       4.348        0.000        0.773        4.520
       4.349        0.000        0.773        4.520
       4.349        0.000        0.773        4.520
       4.349        0.000        0.773        4.520
       4.349        0.000        0.773        4.520
       4.350        0.000        0.773        4.520
       4.350        0.000        0.773        4.520
       4.350        0.000        0.773        4.520
       4.350        0.000        0.773        4.520
       4.350        0.000        0.773        4.520
       4.351        0.000        0.773        4.520
       4.351        0.000        0.773        4.520
       4.351        0.000        0.773        4.520
       4.351        0.000        0.773        4.520
       4.352        0.000        0.773        4.520
       4.352        0.000        0.773        4.520
       4.352        0.000        0.773        4.520
       4.352        0.000        0.773        4.520
       4.352        0.000        0.773        4.520
       4.353        0.000        0.773        4.520
       4.353        0.000        0.773        4.520
       4.353        0.000        0.773        4.520
       4.353        0.000        0.773        4.520
       4.353        0.000        0.773        4.520
       4.354        0.000        0.773        4.520
       4.354        0.000        0.773        4.520
       4.354        0.000        0.773        4.520
       4.354        0.000        0.773        4.520
       4.355        0.000        0.773        4.520
       4.355        0.000        0.773        4.520
       4.355        0.000        0.773        4.520
       4.355        0.000        0.773        4.520
       4.355        0.000        0.773        4.520
       4.356        0.000        0.773        4.520
       4.356        0.000        0.773        4.520
       4.356        0.000        0.773        4.520
       4.356        0.000        0.773        4.520
       4.357        0.000        0.773        4.520
       4.357        0.000        0.773        4.520
       4.357        0.000        0.773        4.520
       4.357        0.000        0.773        4.520
       4.357        0.000        0.773        4.520
       4.358        0.000        0.773        4.520
       4.358        0.000        0.773        4.520
       4.358        0.000        0.773        4.520
       4.358        0.000        0.773        4.520
       4.359        0.000        0.773        4.520
       4.359        0.000        0.773        4.520
       4.359        0.000        0.773        4.520
       4.359        0.000        0.773        4.520
       4.359        0.000        0.773        4.520
       4.360        0.000        0.773        4.520
       4.360        0.000        0.773        4.520
       4.360        0.000        0.773        4.520
       4.360        0.000        0.773        4.520
       4.361        0.000        0.773        4.520
       4.361        0.000        0.773        4.520
       4.361        0.000        0.773        4.520
       4.361        0.000        0.773        4.520
       4.361        0.000        0.773        4.520
       4.362        0.000        0.773        4.520
       4.362        0.000        0.773        4.520
       4.362        0.000        0.773        4.520
       4.362        0.000        0.773        4.520
       4.363        0.000        0.773        4.520
       4.363        0.000        0.773        4.520
       4.363        0.000        0.773        4.520
       4.363        0.000        0.773        4.520
       4.363        0.000        0.773        4.520
       4.364        0.000        0.773        4.520
       4.364        0.000        0.773        4.520
       4.364        0.000        0.773        4.520
       4.364        0.000        0.773        4.520
       4.365        0.000        0.773        4.520
       4.365        0.000        0.773        4.520
       4.365        0.000        0.773        4.520
       4.365        0.000        0.773        4.520
       4.365        0.000        0.773        4.520
       4.366        0.000        0.773        4.520
       4.366        0.000        0.773        4.520
       4.366        0.000        0.773        4.520
       4.366        0.000        0.773        4.520
       4.367        0.000        0.773        4.520
       4.367        0.000        0.773        4.520
       4.367        0.000        0.773        4.520
       4.367        0.000        0.773        4.520
       4.367        0.000        0.773        4.520
       4.368        0.000        0.773        4.520
       4.368        0.000        0.773        4.520
       4.368        0.000        0.773        4.520
       4.368        0.000        0.773        4.520
       4.369        0.000        0.773        4.520
       4.369        0.000        0.773        4.520
       4.369        0.000        0.773        4.520
       4.369        0.000        0.773        4.520
       4.369        0.000        0.773        4.520
       4.370        0.000        0.773        4.520
       4.370        0.000        0.773        4.520
       4.370        0.000        0.773        4.520
       4.370        0.000        0.773        4.520
       4.371        0.000        0.773        4.520
       4.371        0.000        0.773        4.520
       4.371        0.000        0.773        4.520
       4.371        0.000        0.773        4.520
       4.372        0.000        0.773        4.520
       4.372        0.000        0.773        4.520
       4.372        0.000        0.773        4.520
       4.372        0.000        0.773        4.520
       4.372        0.000        0.773        4.520
       4.373        0.000        0.773        4.520
       4.373        0.000        0.773        4.520
       4.373        0.000        0.773        4.520
       4.373        0.000        0.773        4.520
       4.373        0.000        0.773        4.520
       4.374        0.000        0.773        4.520
       4.374        0.000        0.773        4.520
       4.374        0.000        0.773        4.520
       4.374        0.000        0.773        4.520
       4.375        0.000        0.773        4.520
       4.375        0.000        0.773        4.520
       4.375        0.000        0.773        4.520
       4.375        0.000        0.773        4.520
       4.375        0.000        0.773        4.520
       4.376        0.000        0.773        4.520
       4.376        0.000        0.773        4.520
       4.376        0.000        0.773        4.520
       4.376        0.000        0.773        4.520
       4.377        0.000        0.773        4.520
       4.377        0.000        0.773        4.520
       4.377        0.000        0.773        4.520
       4.377        0.000        0.773        4.520
       4.377        0.000        0.773        4.520
       4.378        0.000        0.773        4.520
       4.378        0.000        0.773        4.520
       4.378        0.000        0.773        4.520
       4.378        0.000        0.773        4.520
       4.379        0.000        0.773        4.520
       4.379        0.000        0.773        4.520
       4.379        0.000        0.773        4.520
       4.379        0.000        0.773        4.520
       4.379        0.000        0.773        4.520
       4.380        0.000        0.773        4.520
       4.380        0.000        0.773        4.520
       4.380        0.000        0.773        4.520
       4.380        0.000        0.773        4.520
       4.380        0.000        0.773        4.520
       4.381        0.000        0.773        4.520
       4.381        0.000        0.773        4.520
       4.381        0.000        0.773        4.520
       4.381        0.000        0.773        4.520
       4.382        0.000        0.773        4.520
       4.382        0.000        0.773        4.520
       4.382        0.000        0.773        4.520
       4.382        0.000        0.773        4.520
       4.383        0.000        0.773        4.520
       4.383        0.000        0.773        4.520
       4.383        0.000        0.773        4.520
       4.383        0.000        0.773        4.520
       4.383        0.000        0.773        4.520
       4.384        0.000        0.773        4.520
       4.384        0.000        0.773        4.520
       4.384        0.000        0.773        4.520
       4.384        0.000        0.773        4.520
       4.384        0.000        0.773        4.520
       4.385        0.000        0.773        4.520
       4.385        0.000        0.773        4.520
       4.385        0.000        0.773        4.520
       4.385        0.000        0.773        4.520
       4.386        0.000        0.773        4.520
       4.386        0.000        0.773        4.520
       4.386        0.000        0.773        4.520
       4.386        0.000        0.773        4.520
       4.387        0.000        0.773        4.520
       4.387        0.000        0.773        4.520
       4.387        0.000        0.773        4.520
       4.387        0.000        0.773        4.520
       4.387        0.000        0.773        4.520
       4.388        0.000        0.773        4.520
       4.388        0.000        0.773        4.520
       4.388        0.000        0.773        4.520
       4.388        0.000        0.773        4.520
       4.388        0.000        0.773        4.520
       4.389        0.000        0.773        4.520
       4.389        0.000        0.773        4.520
       4.389        0.000        0.773        4.520
       4.389        0.000        0.773        4.520
       4.390        0.000        0.773        4.520
       4.390        0.000        0.773        4.520
       4.390        0.000        0.773        4.520
       4.390        0.000        0.773        4.520
       4.391        0.000        0.773        4.520
       4.391        0.000        0.773        4.520
       4.391        0.000        0.773        4.520
       4.391        0.000        0.773        4.520
       4.391        0.000        0.773        4.520
       4.392        0.000        0.773        4.520
       4.392        0.000        0.773        4.520
       4.392        0.000        0.773        4.520
       4.392        0.000        0.773        4.520
       4.393        0.000        0.773        4.520
       4.393        0.000        0.773        4.520
       4.393        0.000        0.773        4.520
       4.393        0.000        0.773        4.520
       4.393        0.000        0.773        4.520
       4.394        0.000        0.773        4.520
       4.394        0.000        0.773        4.520
       4.394        0.000        0.773        4.520
       4.394        0.000        0.773        4.520
       4.395        0.000        0.773        4.520
       4.395        0.000        0.773        4.520
       4.395        0.000        0.773        4.520
       4.395        0.000        0.773        4.520
